y_test,y_pred
2326,2246.8359255524433
2313,2770.2290059420015
2310,2888.9907631593574
2292,2440.8444691077407
2280,1063.1855742540881
2272,3001.5549268354935
2270,2909.850755169498
2266,2347.8002280086457
2266,2862.86194981577
2266,1685.9743323460675
2263,2504.5669981756673
2262,1117.6121677807048
2255,2746.1836945359314
2252,2268.067080882687
2249,2182.6928443354473
2246,2096.8274431322507
2246,1983.3686488554617
2241,2149.754960827016
2240,2751.279262646702
2228,1990.4688483766768
2226,3108.8225439355256
2221,1193.3990999991413
2220,1765.268580146234
2209,2373.6934293874688
2200,2999.6701918388158
2199,3458.401719632223
2199,2483.766003107308
2196,1907.501413240088
2187,2414.950644773199
2182,2318.8590986046497
2174,2714.9036779830312
2173,2132.4595315176466
2169,2163.287800159713
2165,1359.5410723012194
2158,2307.865400476928
2145,1846.6753017819324
2131,2635.1193638136465
2127,2340.859627745964
2119,2240.4008336412244
2116,1666.0430505585748
2115,2196.4283851077503
2105,2016.830684912398
2105,1862.1026552311016
2097,2534.974495075988
2096,2268.448974704264
2094,1248.4152095979846
2091,2409.4849661393546
2083,3410.1099342621364
2074,1969.1450806832659
2074,1854.3653638290343
2057,2096.1839498224904
2042,1945.2231333640568
2041,1989.2231640300465
2039,2256.0544625899693
2036,3590.8149411117406
2036,2062.0741541212556
2033,1907.1827538434734
2030,2294.132511200258
2030,2005.986995619177
2024,2340.0340249603187
2022,3003.8909867043776
2016,2889.441050351888
2012,2464.433544778656
2006,2240.5346719133663
2004,1910.907392203189
2002,2045.1931532867975
2000,4854.036923883975
1998,452.1571076942855
1997,2022.2260450115607
1993,2872.586249715196
1991,2013.5795457581708
1990,2072.574790154214
1989,1368.9536698798017
1988,1542.4102024358992
1987,2657.877289799672
1984,1316.6015030609526
1984,1980.5705710368106
1970,3135.640702881386
1969,1965.6528351510071
1965,1570.46455067462
1963,2129.8447681333023
1961,1817.136304251485
1961,1838.6131366905329
1955,1561.9085636095053
1955,1451.2587504367257
1951,1475.1115025690644
1949,1308.7487544921314
1943,1754.5482734344305
1936,1608.3334870416645
1932,1899.796228845226
1928,2132.9731339652008
1921,2316.2688451106897
1920,1732.8925352092922
1919,1004.5456036512971
1917,2822.7668772559637
1917,1758.4391989357457
1915,2075.2932241086446
1910,1382.558515403744
1908,4959.898481876021
1902,1895.5405310912756
1895,2231.793974430493
1891,1887.024441095889
1890,1918.3882161026302
1889,2372.4340119003127
1887,1996.1870374598386
1886,2489.304869784084
1884,2114.6183898076124
1883,607.3813828622076
1881,1776.9038502357992
1877,2572.061486925163
1870,851.7282010869533
1869,1873.8984939245252
1863,1478.5234541995892
1854,2503.3252718064605
1846,929.6224042257217
1843,1895.0892203804096
1841,1543.4749729509376
1839,1979.6859657387238
1824,1956.3505580624956
1822,2332.887517916375
1821,1573.906489937283
1821,1960.902528889343
1814,2033.4087974173417
1812,2894.6994538661
1808,1673.8460635069182
1807,2510.418555572455
1807,3162.3705974294694
1806,3182.5663732033972
1800,3191.6773583398153
1797,1882.1201929413064
1796,1438.4757776277
1794,2342.983945247894
1785,1772.6714695006012
1780,1975.1333251185106
1779,1889.320651319638
1779,2261.7640296644486
1777,1964.3249448633483
1772,2511.4180927712255
1770,1594.6140525605
1768,1558.852533459355
1768,1829.7291233272297
1765,2389.470659756247
1757,1563.6000328452817
1751,2661.527235188961
1750,2501.474675238134
1744,692.2732463149637
1729,2324.909711453881
1726,1305.1588309323379
1726,1921.4822036844912
1725,1611.4291860165276
1724,1768.721875446018
1722,1676.3513468866847
1719,2283.9771296710137
1713,2065.343906657599
1712,1839.1715950379983
1700,1866.9117179612788
1700,2158.0466682596098
1699,1933.5832942094612
1690,1359.5985313898327
1689,943.3559885523746
1688,2274.8279155698165
1682,1753.5373710758877
1666,2795.178262901719
1662,1423.1973431303863
1657,1876.4403125166043
1656,1997.350479448433
1656,963.5434529925958
1654,1903.3964985530815
1648,1608.032530059796
1642,2092.1032121932913
1642,2511.385987010742
1642,1643.3871837157371
1634,1820.3021480278207
1630,2388.4093646227975
1616,1863.9159824275907
1616,1661.7042609947146
1613,2423.198521747332
1611,7364.738800249379
1610,1899.5873099218813
1608,1348.711222983165
1605,1558.2846320477183
1603,1721.78882597752
1601,1354.9757254077008
1598,1798.0704522764063
1598,1735.7119273224278
1592,1555.0725310068483
1588,1330.908332948936
1583,1427.8582862416176
1582,1269.7597078482186
1578,2130.6206209161664
1578,1876.314547888328
1563,1406.419491236859
1561,1644.530264910011
1557,1444.211645098113
1552,1552.6561678043588
1548,1307.785915600373
1546,2119.6292809553356
1544,2064.0423806125086
1539,2308.994996474798
1536,1543.5134658362408
1530,1177.552470318286
1519,1406.1850533160382
1517,1729.8946863626395
1513,2015.7851282084196
1510,1120.0677852762562
1507,1353.3963758547584
1507,1332.8801072764984
1502,126.97578695631341
1497,1187.1313610546003
1494,1920.2626231102668
1493,1635.8282464315787
1492,1996.1899674832316
1491,1517.129209796254
1489,1763.827589257609
1489,1871.8833126523923
1485,1017.3111473245285
1484,1197.5494082807072
1484,1567.9241136479213
1474,1208.0811569785164
1472,1101.5704022741686
1468,3416.922633596497
1463,1360.0104814509425
1458,1731.1552872541256
1451,958.1237904139768
1440,1462.7582860371258
1432,1102.967424801766
1429,1591.7949606317047
1423,1276.0681912715227
1421,1113.1454154198634
1419,1120.735256597788
1417,1464.7414691218146
1416,1961.8722142633605
1414,1653.8189175457746
1411,671.3666254204072
1410,1528.3116177048378
1408,1425.4486329328918
1404,2010.2313202080993
1402,1556.472521242073
1402,1113.4855479466746
1400,1249.7487040574197
1398,1491.8007207563583
1398,1290.067500893906
1395,843.3146177447761
1394,889.7516177440829
1389,2732.3167861617885
1389,1468.3033408027236
1387,1327.3341350547403
1381,1437.25881115409
1378,301.56660261383365
1377,1479.2807686220194
1377,1211.2488003852022
1376,1591.260563910985
1373,1148.1213887627375
1372,1850.5467074189824
1365,1369.4054806823447
1363,1413.5651720393712
1362,1746.0305520860315
1361,1224.4173916386214
1351,1071.2315757427505
1347,2299.4176536737195
1347,260.78384497263164
1346,1397.9351993939172
1345,1852.8569919229008
1342,1260.426948599471
1342,1312.9074017944906
1340,1452.4563474648462
1338,1457.9057037792672
1336,1196.1329816555385
1336,1466.6801587613134
1331,1267.4520484360457
1326,850.1101002080022
1325,1439.1582009245642
1318,1315.3077928960986
1312,1860.5803510667765
1309,1118.9649826769132
1308,1955.9967320948674
1308,1222.902300276164
1306,1087.3992982177347
1306,1394.235218764684
1305,2641.490048388169
1304,2187.6289041217033
1302,1080.7976173499624
1300,1770.327114787673
1298,261.0809247577955
1298,1083.902847849728
1289,1051.6159967882963
1283,849.7384251360269
1281,1112.9409505932529
1281,782.7385644404052
1273,1164.1874982473057
1267,1857.4812500610385
1265,1317.31562228389
1265,1290.3115941252754
1264,1146.9958609758214
1263,1492.6555780873036
1263,1862.0921206324178
1262,5049.43178194019
1257,1336.5548875550505
1252,1249.2173961699887
1250,1350.9535730043792
1246,1149.566331650053
1242,1102.698620730803
1237,1846.8392323160597
1236,1241.2195444598135
1234,1318.0623950037666
1234,1491.6285834752803
1231,10556.36995902223
1230,1318.8725902687474
1229,1229.0752971091474
1228,2246.53904076696
1226,1511.41049205197
1215,76.66580253733468
1215,2041.4077995778985
1215,1924.460670474315
1211,853.6372678216206
1211,680.0852411471786
1207,1009.0309556919292
1204,1093.7809563883268
1202,1067.4301206446771
1197,1250.6511154540592
1196,1438.0148846566435
1192,949.8284909018729
1191,1349.1254152889233
1190,1035.9948617658786
1180,1046.875387228233
1178,1804.4945630231114
1178,1570.124287401606
1176,750.0086951508267
1173,870.8461663647716
1172,0.0
1169,1249.7164065469378
